Gene ID	Gene Name	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.log2foldchange	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.log2foldchange
ENSMUSG00000100770	Gm28466	NA	0	NA	0
ENSMUSG00000100771	Gm28618	NA	0	NA	0
ENSMUSG00000100772	Gm28350	NA	0	NA	0
ENSMUSG00000100773	Gm28366	NA	0	NA	0
ENSMUSG00000100774	Gm7329	NA	0.7	NA	0.8
ENSMUSG00000100775	Gm29107	NA	0	NA	0.1
ENSMUSG00000100776	Gm18254	NA	-0.1	NA	0.3
ENSMUSG00000100777	4930598F16Rik	NA	0	NA	0
ENSMUSG00000100778	Gm28908	NA	0	NA	0
ENSMUSG00000100779	Gm29292	NA	-0.1	NA	0.1
ENSMUSG00000100780	Gm28579	NA	0	NA	0
ENSMUSG00000100781	Gm29481	NA	0	NA	0
ENSMUSG00000100782	Gm28231	NA	0	NA	0.4
ENSMUSG00000100783	2310047D07Rik	0.989473296544104	0	0.300027915369374	-0.5
ENSMUSG00000100784	Gm28421	NA	0	NA	0
ENSMUSG00000100785	Gm29333	NA	0	NA	0
ENSMUSG00000100786	Gm28940	0.991511796318272	0	0.916718317537298	-0.1
ENSMUSG00000100787	Gm28316	NA	0	NA	0
ENSMUSG00000100788	Gm21122	NA	0	NA	0
ENSMUSG00000100789	Gm29508	NA	0	NA	0.1
ENSMUSG00000100790	Gm28518	NA	0	NA	0
ENSMUSG00000100791	Gm28199	NA	0	NA	0
ENSMUSG00000100792	Gm29161	NA	0	NA	0
ENSMUSG00000100794	Gm29667	NA	-0.6	NA	0
ENSMUSG00000100795	Gm29208	NA	0	NA	0
ENSMUSG00000100796	Gm28163	NA	0	NA	0
ENSMUSG00000100797	Gm28596	NA	0	NA	0
ENSMUSG00000100798	Gm19589	NA	-0.1	NA	0.3
ENSMUSG00000100799	1700027H10Rik	NA	0	NA	0
ENSMUSG00000100800	Gm21301	NA	0	NA	0
ENSMUSG00000100801	Gm15459	NA	0	NA	0
ENSMUSG00000100802	Gm20889	NA	0	NA	0
ENSMUSG00000100803	Gm28251	NA	0	NA	0
ENSMUSG00000100804	Gm28150	NA	0	NA	0
ENSMUSG00000100805	Gm29108	NA	0	NA	0
ENSMUSG00000100806	Gm28396	NA	0	NA	0
ENSMUSG00000100807	Gm29521	NA	0	NA	0
ENSMUSG00000100808	Gm28594	NA	0	NA	0
ENSMUSG00000100809	Gm28612	NA	0	NA	0
ENSMUSG00000100810	Gm29086	NA	0	NA	0
ENSMUSG00000100811	Gm29083	0.873364214752637	0.4	NA	-0.3
ENSMUSG00000100812	A730098A19Rik	NA	0	NA	0
ENSMUSG00000100813	Gm28874	0.970592910954253	-0.2	0.494297483502935	0.3
ENSMUSG00000100814	Gm28669	NA	0	NA	0
ENSMUSG00000100815	Gm29112	NA	0	NA	0
ENSMUSG00000100816	Gm28321	NA	0	NA	0
ENSMUSG00000100817	Gm29302	NA	0	NA	0
ENSMUSG00000100818	Gm21287	NA	0	NA	0
ENSMUSG00000100819	Gm2693	0.968039051301697	0.2	0.662913457822858	-0.3
ENSMUSG00000100820	Gm28945	NA	0	NA	0
ENSMUSG00000100821	Gm28894	NA	0	NA	0
ENSMUSG00000100822	Gm29275	NA	0	NA	0
ENSMUSG00000100823	Gm28704	NA	0	NA	0
ENSMUSG00000100825	Itpa-ps2	NA	-0.2	NA	-0.1
ENSMUSG00000100826	Snhg14	0.948502780819675	0.2	0.485791033217966	0.3
ENSMUSG00000100827	Gm29069	NA	0	NA	0
ENSMUSG00000100830	Gm28441	NA	0	NA	-0.1
ENSMUSG00000100831	Gm17847	NA	-0.1	NA	0
ENSMUSG00000100832	Gm29260	NA	-0.1	NA	0.1
ENSMUSG00000100833	Gm28988	NA	-0.2	NA	0.1
ENSMUSG00000100834	Gm21285	NA	0	NA	0
ENSMUSG00000100835	Gm28907	NA	0	NA	0
ENSMUSG00000100836	Gm28215	NA	0	NA	0
ENSMUSG00000100837	1700063D05Rik	NA	-0.1	NA	-0.2
ENSMUSG00000100838	Gm29094	NA	0	NA	0
ENSMUSG00000100839	Gm5920	NA	0.2	NA	-0.4
ENSMUSG00000100841	Gm21115	NA	0	NA	0
ENSMUSG00000100842	Gm17790	NA	0	NA	0
ENSMUSG00000100843	Gm8307	NA	-0.1	NA	0.3
ENSMUSG00000100844	1810007C17Rik	NA	0	NA	0
ENSMUSG00000100845	Gm28770	NA	0	NA	0
ENSMUSG00000100846	Gm28845	NA	0	NA	0
ENSMUSG00000100847	Gm28676	NA	0	NA	0
ENSMUSG00000100848	Gm29281	NA	0	NA	0
ENSMUSG00000100849	Gm28663	NA	0	NA	0
ENSMUSG00000100850	4930434B07Rik	NA	0	NA	0
ENSMUSG00000100851		NA	0	NA	0
ENSMUSG00000100852	Gm29056	NA	0	NA	0
ENSMUSG00000100853	Gm28232	NA	0	NA	0
ENSMUSG00000100854	Gm28057	NA	0	NA	0
ENSMUSG00000100856	Gm21627	NA	0	NA	0
ENSMUSG00000100857	1700041M19Rik	NA	0	NA	0
ENSMUSG00000100858	Gm28400	NA	0	NA	0
ENSMUSG00000100859	Gm28725	NA	0	NA	0
ENSMUSG00000100860	2010009K17Rik	0.964893050621764	-0.2	NA	-0.1
ENSMUSG00000100861	Gm29382	NA	0	NA	0
ENSMUSG00000100862	Gm10925	0.956284727176604	0.2	0.334891834960014	0.3
ENSMUSG00000100863	Gm12669	0.973998603053918	0.1	0.892415527949135	0.1
ENSMUSG00000100864	Gm21302	NA	0	NA	0
ENSMUSG00000100865	Gm9320	0.987419154751267	-0.1	0.774413363063406	0.2
ENSMUSG00000100866	Gm28830	NA	0	NA	0
ENSMUSG00000100867	Gm18981	NA	0	NA	-0.1
ENSMUSG00000100868	Gm28095	NA	0.2	NA	0
ENSMUSG00000100869	Gm20846	NA	0	NA	0
ENSMUSG00000100870	Gm21720	NA	0	NA	0
ENSMUSG00000100871	Gm29213	NA	0	NA	0
ENSMUSG00000100872	1700065J18Rik	NA	0	NA	0
ENSMUSG00000100873	Gm28243	NA	0	NA	0
ENSMUSG00000100874	Gm28598	NA	0	NA	0
ENSMUSG00000100875	Gm28987	NA	0	NA	0
ENSMUSG00000100876	2810454H06Rik	0.964937807639742	0.1	0.099356307984235	0.6
ENSMUSG00000100877	Gm28534	NA	0	NA	0
ENSMUSG00000100878	Gm29196	NA	0	NA	0
ENSMUSG00000100879	Gm28743	NA	0	NA	0
ENSMUSG00000100880	Gm6610	NA	-0.1	NA	0.4
ENSMUSG00000100881	Gm21824	NA	0	NA	0
ENSMUSG00000100882	Gm20849	NA	0	NA	0
ENSMUSG00000100883	Gm28773	NA	0	NA	0
ENSMUSG00000100884	Gm28281	NA	0	NA	0
ENSMUSG00000100885	Gm29446	NA	0	NA	0
ENSMUSG00000100886	Gm7195	NA	0	NA	0
ENSMUSG00000100887	Gm29297	NA	0	NA	0
ENSMUSG00000100888	Gm29567	NA	0	NA	0
ENSMUSG00000100889	Gm28204	NA	0	NA	0
ENSMUSG00000100890	1700085C21Rik	NA	0	NA	0
ENSMUSG00000100891	2810049E08Rik	NA	0	NA	0
ENSMUSG00000100892	Gm20897	NA	0	NA	0
ENSMUSG00000100893	Gm28083	NA	0	NA	0
ENSMUSG00000100894	Gm8304	0.962558895573265	-0.2	NA	-0.1
ENSMUSG00000100895	Gm28685	NA	0	NA	0
ENSMUSG00000100896	Gm28217	NA	0	NA	0
ENSMUSG00000100897	Gm29634	NA	0	NA	0
ENSMUSG00000100898	Gm29178	NA	0	NA	0
ENSMUSG00000100899	Olfr1167	NA	0	NA	0
ENSMUSG00000100900	Gm28850	NA	0	NA	0
ENSMUSG00000100901	Gm18829	NA	0	NA	0
ENSMUSG00000100902	Gm20850	NA	0	NA	0
ENSMUSG00000100903	Scgb2b31-ps	NA	0	NA	0
ENSMUSG00000100904	Gm28559	NA	0	NA	0
ENSMUSG00000100905	Gm28075	NA	0	NA	0
ENSMUSG00000100906	Gm29238	NA	0	NA	0
ENSMUSG00000100907	Gm29310	NA	0	NA	0
ENSMUSG00000100908	Gm28888	NA	0	NA	0
ENSMUSG00000100910	Gm29128	0.962026338505069	0.2	0.654483995547476	0.3
ENSMUSG00000100911	1700027F09Rik	NA	0	NA	0
ENSMUSG00000100912	Gm2021	NA	0	NA	0
ENSMUSG00000100913	Gm8392	NA	0.1	NA	-0.2
ENSMUSG00000100914	Gm28679	NA	0	NA	0
ENSMUSG00000100915	Gm29321	NA	0	NA	0
ENSMUSG00000100916	Lhb	NA	0	NA	0
ENSMUSG00000100917	Gm18751	NA	0	NA	0
ENSMUSG00000100918	Gm19224	NA	0	NA	0
ENSMUSG00000100919	Gm28655	NA	0	NA	0
ENSMUSG00000100920	Gm18348	NA	0	NA	0
ENSMUSG00000100922	Gm8520	NA	0	NA	0.3
ENSMUSG00000100923	Olfr10	NA	0	NA	0
ENSMUSG00000100925	Gm28898	NA	0	NA	0
ENSMUSG00000100926	Gm5329	NA	0	NA	0
ENSMUSG00000100927	Gm28536	NA	0	NA	-0.3
ENSMUSG00000100928	Gm28487	NA	0	NA	0
ENSMUSG00000100929	Gm28064	NA	0	NA	0
ENSMUSG00000100930	Gm28866	NA	0	NA	0
ENSMUSG00000100931	Gm28085	NA	0.1	NA	-0.1
ENSMUSG00000100932	Gm29459	0.983356708097913	-0.1	0.320259892043878	0.5
ENSMUSG00000100933	Gm28143	NA	0	NA	0
ENSMUSG00000100935	Gm29592	NA	0	NA	0
ENSMUSG00000100936	Gm28865	NA	0	NA	0
ENSMUSG00000100937	1700020D05Rik	0.990992399584469	0	0.867124639245425	0.1
ENSMUSG00000100938	Gm28726	NA	0	NA	0
ENSMUSG00000100939	Gm28998	NA	0	NA	0
ENSMUSG00000100940	Gm29372	NA	0	NA	0
ENSMUSG00000100941	Gm29597	NA	0	NA	0
ENSMUSG00000100942	Gm28560	NA	0	NA	0
ENSMUSG00000100943	Gm29229	NA	0	NA	0
ENSMUSG00000100944	Gm28900	NA	0	NA	0
ENSMUSG00000100945	Gm29529	NA	0	NA	0
ENSMUSG00000100946	Gm28473	NA	0	NA	0
ENSMUSG00000100947	Gm28949	NA	0	NA	0
ENSMUSG00000100948	Gm28395	NA	0	NA	0
ENSMUSG00000100949	Scgb1b13-ps	NA	0	NA	0
ENSMUSG00000100950	Taar7f	NA	0	NA	0
ENSMUSG00000100951	Gm29339	NA	0	NA	0
ENSMUSG00000100952	Gm28545	NA	0	NA	0
ENSMUSG00000100953	Gm28280	NA	0	NA	0
ENSMUSG00000100954	Gm10138	0.903873815452437	-0.3	0.715858518501461	-0.2
ENSMUSG00000100955	Gm18728	NA	0	NA	0
ENSMUSG00000100956	Gm28558	NA	0	NA	0
ENSMUSG00000100957	Gm28762	NA	0	NA	0
ENSMUSG00000100958	Gm29351	NA	0	NA	0
ENSMUSG00000100959	Gm7654	NA	0.1	NA	0
ENSMUSG00000100960	Gm21156	NA	0	NA	0
ENSMUSG00000100961	Gm28394	NA	0	NA	0
ENSMUSG00000100962	Gm29133	NA	0	NA	0
ENSMUSG00000100963	Gm28372	NA	-0.1	NA	0.3
ENSMUSG00000100964	Gm29503	NA	0	NA	0
ENSMUSG00000100965	Gm28449	NA	0	NA	0
ENSMUSG00000100966	Gm5700	NA	0	NA	0
ENSMUSG00000100967	Gm29666	0.850976591331619	0.3	0.360897428666186	0.3
ENSMUSG00000100968	Gm2098	NA	0	NA	0
ENSMUSG00000100969	1700030N03Rik	NA	0	NA	0
ENSMUSG00000100970	Gm29270	NA	0	NA	0
ENSMUSG00000100971	Gm28824	NA	0	NA	0
ENSMUSG00000100972	Gm28553	NA	0	NA	0
ENSMUSG00000100973	Gm29299	NA	0	NA	0
ENSMUSG00000100974	Gm28459	NA	0	NA	0
ENSMUSG00000100975	Gm28875	0.957984885596818	0.1	0.670791700176932	0.1
ENSMUSG00000100976	Gm29134	NA	0	NA	0
ENSMUSG00000100977	Gm29334	NA	0	NA	0
ENSMUSG00000100978	Gm20912	NA	0	NA	0
ENSMUSG00000100979	Gm29347	NA	0	NA	0
ENSMUSG00000100980	Gm29100	0.899947909416612	-0.4	0.0478104672478335	-0.8
ENSMUSG00000100981	Gm29072	NA	-0.1	NA	0
ENSMUSG00000100982	Gm21837	NA	0	NA	0
ENSMUSG00000100983	Gm29030	NA	0	NA	0
ENSMUSG00000100984	Gm28357	NA	0	NA	0
ENSMUSG00000100985	Gm10640	0.996902735873204	0	0.884488134856036	-0.1
ENSMUSG00000100986	Gm21741	NA	0	NA	0
ENSMUSG00000100987	Gm1627	NA	0.3	0.389165630184361	-0.5
ENSMUSG00000100988	Gm28136	NA	0	NA	0
ENSMUSG00000100989	Gm29647	NA	0	NA	0
ENSMUSG00000100990	Gm7891	NA	0	NA	0
ENSMUSG00000100991	Gm21856	NA	0	NA	0
ENSMUSG00000100992	Gm23925	NA	0	NA	0
ENSMUSG00000100993	Gm21895	NA	0	NA	0
ENSMUSG00000100994	Gm21333	NA	0	NA	0
ENSMUSG00000100995	Gm29525	NA	0	NA	0
ENSMUSG00000100996	Gm29169	NA	0	NA	0
ENSMUSG00000100998	Gm28864	NA	0	NA	0
ENSMUSG00000100999	Gm29145	NA	0	NA	0
ENSMUSG00000101000	Gm5371	NA	0	NA	0
ENSMUSG00000101001	Gm3121	NA	0	NA	0
ENSMUSG00000101002	Gm28944	NA	0	NA	0
ENSMUSG00000101003	Gm28456	NA	0	NA	0
ENSMUSG00000101004	Gm8596	NA	0	NA	0
ENSMUSG00000101005	Gm20871	NA	0	NA	0
ENSMUSG00000101006	Gm28299	NA	0	NA	0
ENSMUSG00000101007	Gm29541	NA	0.2	NA	-0.1
ENSMUSG00000101008	Gm29442	NA	0	NA	0.1
ENSMUSG00000101009	1700108F19Rik	0.997602284153199	0	0.466139135010589	-0.4
ENSMUSG00000101010	Gm21889	NA	0	NA	0
ENSMUSG00000101011	Gm29398	NA	0	NA	0
ENSMUSG00000101012	1700008K24Rik	NA	0	NA	0.1
ENSMUSG00000101013	A630072M18Rik	0.989473296544104	-0.1	0.442319188214699	-0.3
ENSMUSG00000101014	Gm28289	NA	-0.1	NA	-0.2
ENSMUSG00000101015	Gm18444	NA	0	NA	0
ENSMUSG00000101016	Gm2325	NA	0	NA	0
ENSMUSG00000101017	Gm21658	NA	0	NA	0
ENSMUSG00000101018	Gm28910	NA	0	NA	0
ENSMUSG00000101019	Gm28943	NA	0	NA	0
ENSMUSG00000101020	Gm28377	NA	0	NA	0
ENSMUSG00000101021	Gm29222	NA	0	NA	0
ENSMUSG00000101022	Gm20921	NA	0	NA	0
ENSMUSG00000101023	Gm21152	NA	0	NA	0
ENSMUSG00000101024	Gm5692	NA	0	NA	0
ENSMUSG00000101025	Gm29262	NA	0	NA	0
ENSMUSG00000101026	Ly6g6g	NA	-0.1	NA	0
ENSMUSG00000101027	Gm28794	NA	0	NA	0
ENSMUSG00000101028	Gm28723	0.883175584215295	-0.4	NA	0.6
ENSMUSG00000101029	Gm29439	NA	0	NA	0
ENSMUSG00000101030	Gm28429	NA	0	NA	0
ENSMUSG00000101031	Ms4a12	NA	0	NA	0
ENSMUSG00000101032	Gm29377	NA	0	NA	0
ENSMUSG00000101033	Gm18776	NA	0	NA	0
ENSMUSG00000101035	Gm28451	NA	0	NA	0
ENSMUSG00000101036	Gm28588	NA	0	NA	0
ENSMUSG00000101037	Gm28424	0.930772152780767	0.2	0.857837430971232	0.1
ENSMUSG00000101038	Gm28272	NA	0	NA	0
ENSMUSG00000101039	Scgb2b29-ps	NA	0	NA	0
ENSMUSG00000101040	Gm29498	NA	0	NA	0
ENSMUSG00000101041	Gm29353	NA	0	NA	0
ENSMUSG00000101042	Gm28167	NA	0	NA	0
ENSMUSG00000101043	Gm29075	NA	0	NA	0
ENSMUSG00000101044	Gm28420	NA	0	NA	0
ENSMUSG00000101045	Gm29224	NA	0	NA	0
ENSMUSG00000101046	Gm28803	NA	-0.1	NA	0.1
ENSMUSG00000101049	Gm8856	0.979402762254679	0.2	NA	-0.2
ENSMUSG00000101050	Gm28774	NA	0	NA	0
ENSMUSG00000101051	1700100L14Rik	NA	-0.1	NA	0
ENSMUSG00000101052	Gm28471	NA	0	NA	0
ENSMUSG00000101053	Gm20815	NA	0	NA	0
ENSMUSG00000101054	Gm18406	NA	0	NA	0
ENSMUSG00000101055	Gm28443	NA	0	NA	0
ENSMUSG00000101056	Gm28329	NA	0	NA	0
ENSMUSG00000101057	Gm29057	NA	0	NA	0
ENSMUSG00000101058	Gm21829	NA	0	NA	0
ENSMUSG00000101059	Gm4017	NA	-0.1	0.645474454212182	0.2
ENSMUSG00000101060	Gm29565	NA	0	NA	0
ENSMUSG00000101061	Platr1	NA	0	NA	0.3
ENSMUSG00000101062	Gm28821	NA	0	NA	0
ENSMUSG00000101063	Mrgprb7-ps	NA	0	NA	0
ENSMUSG00000101064	Gm18798	NA	0	NA	0
ENSMUSG00000101065	Scgb1b5-ps	NA	0	NA	0
ENSMUSG00000101066	Gm8498	NA	0	NA	0
ENSMUSG00000101067	Gm29007	0.955245012971975	0.2	NA	0.2
ENSMUSG00000101068	Gm28759	NA	0	NA	0
ENSMUSG00000101069	Gm28194	NA	0	NA	0
ENSMUSG00000101070	Gm28695	NA	0	NA	0
ENSMUSG00000101071	Gm29577	NA	0	NA	0
ENSMUSG00000101072	Gm29470	NA	0	NA	0
ENSMUSG00000101073	Vmn1r200	NA	0	NA	0.3
ENSMUSG00000101074	Gm29022	NA	0	NA	0
ENSMUSG00000101075	Gm29517	NA	0	NA	0
ENSMUSG00000101076	Gm4545	NA	0	NA	0
ENSMUSG00000101077	Gm29164	0.988077505026325	-0.1	NA	-0.3
ENSMUSG00000101078	Olfr1166	NA	0	NA	0
ENSMUSG00000101079	Gm28991	NA	0.1	NA	0
ENSMUSG00000101080	Gm28633	NA	0	NA	0
ENSMUSG00000101081	Gm29193	NA	0	NA	0
ENSMUSG00000101082	Gm28069	NA	0	NA	0
ENSMUSG00000101083	Gm29631	NA	0	NA	0
ENSMUSG00000101084	Gm28228	NA	0	NA	0
ENSMUSG00000101085	Gm8531	NA	0	NA	0
ENSMUSG00000101086	Gm28651	NA	-0.3	NA	0
ENSMUSG00000101087	Gm2707	NA	0	NA	0
ENSMUSG00000101088	1810018F18Rik	NA	0	NA	0
ENSMUSG00000101089	2610016A17Rik	0.964893050621764	-0.2	0.00100528422405493	-0.8
ENSMUSG00000101090	Gm28619	NA	0	NA	0
ENSMUSG00000101091	Gm29384	NA	0	NA	0
ENSMUSG00000101092	Gm21796	NA	0	NA	0
ENSMUSG00000101093	Eef1a1-ps2	NA	0	NA	0
ENSMUSG00000101094	Gm29533	NA	0	NA	0
ENSMUSG00000101095	Gm29329	NA	0	NA	0
ENSMUSG00000101096	Gm21524	NA	0	NA	0
ENSMUSG00000101097	Gm6679	0.978033528963831	0.2	0.837146542583294	0.1
ENSMUSG00000101098	Gm20808	NA	0	NA	0
ENSMUSG00000101099	Gm29191	NA	0	NA	0
ENSMUSG00000101100	Gm28326	NA	0	NA	0
ENSMUSG00000101101	Gm18350	NA	0	NA	0
ENSMUSG00000101102	Gm28609	NA	0.1	NA	-0.2
ENSMUSG00000101103	Gm21843	NA	0	NA	0
ENSMUSG00000101104	Gm29247	NA	0	NA	0
ENSMUSG00000101105	Gm21755	NA	0	NA	0
ENSMUSG00000101106	Gm28819	NA	0	NA	0
ENSMUSG00000101107	Gm28587	NA	0	NA	0
ENSMUSG00000101108	Gm29038	NA	0	NA	0
ENSMUSG00000101109	Gm28697	NA	0	NA	0
ENSMUSG00000101110	Gm28890	NA	0	NA	0
ENSMUSG00000101111	Gm28437	0.943093319008399	0.2	0.135699054356045	0.4
ENSMUSG00000101112	Gm29185	NA	0	NA	0
ENSMUSG00000101113	1700025B11Rik	NA	0	NA	0
ENSMUSG00000101114	Gm28628	NA	0	NA	0
ENSMUSG00000101115	Gm28664	NA	0	NA	0
ENSMUSG00000101116	Gm28416	NA	0	NA	0
ENSMUSG00000101117	Gm28341	NA	0	NA	0
ENSMUSG00000101118	Gm29034	NA	0	NA	0
ENSMUSG00000101119	Gm29060	NA	0	NA	0
ENSMUSG00000101120	Gm29452	NA	0	NA	0
ENSMUSG00000101122	Gm17971	0.844685933606217	0.4	0.44188699349015	0.3
ENSMUSG00000101123	Gm28654	NA	0	NA	0
ENSMUSG00000101124	Gm28371	NA	0	NA	0
ENSMUSG00000101125	Gm29625	NA	0	NA	0
ENSMUSG00000101126	Gm10538	NA	0	NA	0
ENSMUSG00000101127	Gm28585	NA	0	NA	0
ENSMUSG00000101128	Gm21869	NA	0	NA	0
ENSMUSG00000101129	Gm5254	NA	0.1	NA	0.1
ENSMUSG00000101130	Gm19637	NA	0	NA	-0.1
ENSMUSG00000101131	Gm29370	NA	0	NA	0
ENSMUSG00000101132	Gm8000	0.847101522513678	-0.5	NA	0.2
ENSMUSG00000101133	Gm29050	0.982286243280519	-0.1	NA	0.1
ENSMUSG00000101134	Gm28482	NA	0	NA	0
ENSMUSG00000101135	Gm17981	0.819371566109495	-0.6	0.850709306830802	-0.1
ENSMUSG00000101136	Gm8739	0.961104288529196	0.2	0.526745377505411	-0.3
ENSMUSG00000101137	Rpl23a-ps7	NA	0	NA	0
ENSMUSG00000101138	Gm29210	NA	0	NA	0
ENSMUSG00000101139	Gm29639	NA	0	NA	0
ENSMUSG00000101140	Gm28117	NA	0	NA	0
ENSMUSG00000101141	Gm21139	NA	0	NA	0
ENSMUSG00000101142	Gm28142	NA	0	NA	0
ENSMUSG00000101143	Gm21151	NA	0	NA	0
ENSMUSG00000101144	Gm29054	0.985119064813798	-0.1	0.702054642069228	-0.2
ENSMUSG00000101145	Gm28412	NA	0	NA	0
ENSMUSG00000101146	Gm20814	NA	0	NA	0
ENSMUSG00000101147	Gm20818	NA	0	NA	0
ENSMUSG00000101148	Gm28200	NA	0	NA	0
ENSMUSG00000101149	Gm20892	NA	0	NA	0
ENSMUSG00000101150	Gm29405	NA	0	NA	0
ENSMUSG00000101151	Gm17929	NA	0	NA	0
ENSMUSG00000101152	Gm28305	NA	0	NA	0
ENSMUSG00000101153	4933404I11Rik	NA	0	NA	0
ENSMUSG00000101154	Gm17777	NA	0	NA	0
ENSMUSG00000101155	Sly	NA	0	NA	0
ENSMUSG00000101156	Gm29114	NA	-0.1	NA	-0.1
ENSMUSG00000101157	Gm20905	NA	0	NA	0
ENSMUSG00000101158	Gm20894	NA	0	NA	0
ENSMUSG00000101159	Gm28184	NA	0	NA	0
ENSMUSG00000101160	Gm29338	NA	0	NA	0
ENSMUSG00000101161	Gm21799	NA	0	NA	0
ENSMUSG00000101162	Gm26728	0.964893050621764	-0.2	NA	0.5
ENSMUSG00000101163	Gm13278	NA	0	NA	0
ENSMUSG00000101164	Gm29218	NA	0	NA	0
ENSMUSG00000101166	Gm28496	0.989473296544104	-0.1	0.674047041404015	0.3
ENSMUSG00000101167	H2afy3	0.961231295718112	0.2	0.461123672787772	0.4
ENSMUSG00000101168	Gm28892	NA	0.1	NA	0
ENSMUSG00000101170	Gm29343	NA	0	NA	0
ENSMUSG00000101171	Gm7593	NA	0	NA	0.2
ENSMUSG00000101172	Gm28535	NA	0	NA	0
ENSMUSG00000101173	Gm29519	NA	0	NA	0
ENSMUSG00000101174	Hoxd4	0.810393391712966	-0.3	0.755568004239929	0.1
ENSMUSG00000101177	Gm29586	NA	0	NA	0
ENSMUSG00000101178	Gm28909	NA	0	NA	0
ENSMUSG00000101179	Gm29455	NA	0	NA	0.1
ENSMUSG00000101180	Gm2914	NA	0	NA	0
ENSMUSG00000101181	Vmn2r-ps149	NA	0	NA	0
ENSMUSG00000101182	Gm29209	NA	0	NA	0
ENSMUSG00000101183	Gm28614	NA	0	NA	0
ENSMUSG00000101184	Gm28861	NA	0	NA	0
ENSMUSG00000101185	Scgb1b16-ps	NA	0	NA	0
ENSMUSG00000101186	Gm29235	NA	0	NA	0
ENSMUSG00000101188	Eif4a-ps4	0.989473296544104	0	0.632532111602158	-0.1
ENSMUSG00000101189	1700029M03Rik	NA	-0.1	NA	0
ENSMUSG00000101190	Gm28274	NA	0	NA	0
ENSMUSG00000101191	Gm28809	0.964893050621764	0.2	NA	0.2
ENSMUSG00000101192	Gm29122	NA	0	NA	0
ENSMUSG00000101193	Gm21849	NA	0	NA	0
ENSMUSG00000101194	Gm29149	NA	0	NA	0
ENSMUSG00000101195	Gm9239	NA	0	NA	0
ENSMUSG00000101196	Gm6866	NA	0	NA	0
ENSMUSG00000101197	Gm29032	NA	0	NA	0
ENSMUSG00000101198	Gm29021	NA	0	NA	0
ENSMUSG00000101199	Gm9687	NA	0	NA	0
ENSMUSG00000101200	Gm20802	NA	0	NA	0
ENSMUSG00000101201	Gm28125	NA	0	NA	0
ENSMUSG00000101202	Gm28749	NA	0	NA	0
ENSMUSG00000101203	Gm28615	NA	0	NA	0
ENSMUSG00000101204	Gm29271	NA	0	NA	0
ENSMUSG00000101205	Gm29308	NA	0	NA	0
ENSMUSG00000101206	Gm5266	NA	0.1	NA	-0.3
ENSMUSG00000101207	Gm28310	NA	0	NA	0
ENSMUSG00000101208	Gm19891	NA	0	NA	0
ENSMUSG00000101209	Gm8524	NA	0	NA	-0.1
ENSMUSG00000101210	Gm28720	0.982286243280519	0.1	0.850436247799575	0.1
ENSMUSG00000101211	Gm28818	0.972955599111768	-0.2	NA	0.4
ENSMUSG00000101212	Gm29354	NA	0	NA	0
ENSMUSG00000101213	Gm28788	NA	0	NA	0
ENSMUSG00000101214	Gm28403	NA	0	NA	0
ENSMUSG00000101215	Gm28569	NA	0	NA	0
ENSMUSG00000101216	Gm29451	NA	0	NA	0
ENSMUSG00000101218	Gm29416	NA	0	NA	0
ENSMUSG00000101219	Gm20302	NA	0	NA	0
ENSMUSG00000101220	Gm6717	NA	0	NA	0
ENSMUSG00000101221	Gm21881	NA	0	NA	0
ENSMUSG00000101222	Gm28315	NA	0	NA	0
ENSMUSG00000101223	4930568A12Rik	0.984103960317287	-0.1	NA	-0.1
ENSMUSG00000101224	Gm28209	NA	0.1	NA	0
ENSMUSG00000101225	1700008J07Rik	0.877124888239448	0.2	0.72751945135234	0.1
ENSMUSG00000101226	Gm20954	NA	0	NA	0
ENSMUSG00000101227	Gm29506	NA	0.1	NA	-0.2
ENSMUSG00000101228	Gm21330	NA	0	NA	0
ENSMUSG00000101229	Gm29046	NA	0	NA	0
ENSMUSG00000101230	Gm21862	NA	0	NA	0
ENSMUSG00000101231	Gm28283	NA	0	NA	0
ENSMUSG00000101232	Scgb1b15	NA	0	NA	0
ENSMUSG00000101233	Gm29242	NA	0	NA	0
ENSMUSG00000101234	1700007E05Rik	NA	0	NA	0.1
ENSMUSG00000101235	Gm18033	NA	0	NA	0
ENSMUSG00000101236	Gm6750	NA	0	NA	0
ENSMUSG00000101237	Gm29464	NA	0	NA	0
ENSMUSG00000101238	Gm28123	NA	0	NA	0
ENSMUSG00000101239	Gm28304	NA	0	NA	0
ENSMUSG00000101240	Gm28266	NA	0	NA	0
ENSMUSG00000101241	Gm29111	NA	0	NA	0
ENSMUSG00000101242	Gm28319	NA	-0.1	NA	-0.2
ENSMUSG00000101243	Gm28919	NA	0	NA	0
ENSMUSG00000101244	Gm29368	NA	0	NA	0
ENSMUSG00000101245	Gm28965	NA	0	NA	0
ENSMUSG00000101246	Gm29026	NA	0	NA	0
ENSMUSG00000101247	Gm29042	NA	0	NA	0
ENSMUSG00000101248	Scgb1b9-ps	NA	0	NA	0
ENSMUSG00000101249	Gm29216	0.944397893946403	0.2	0.416281278946327	0.2
